uid,nivel_entidad,orden_entidad,tipo_contrato,nombre_entidad,dpto_entidad,munp_entidad,cuantia_contrato_reg,valor_adicion_reg,valor_total_reg,ruta_web,error_cuantia_proceso,tipo_error_proceso,error_cuantia_contrato,tipo_error_contrato,cuantia_contrato_real,error_adicion,tipo_error_adicion,valor_adicion_real,cuantia_proceso_real,cuantia_proceso_reg,moneda,tipo_consulta
14-12-2286168-2145977,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,SANTANDER - ALCALDÍA MUNICIPIO DE BUCARAMANGA,Santander,Bucaramanga,1,7000000.00,14007000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2286168,0,,1,Agregación de ceros,21000000,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2354496-2213040,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C.  - SECRETARÍA DISTRITAL DE SEGURIDAD  CONVIVENCIA Y JUSTICIA - BOGOTÁ,Bogotá D.C.,Bogotá D.C.,1,,36000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2354496,0,,1,Agregación de ceros,36000000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-8990672-8180191,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Suministro,CALDAS - ALCALDÍA MUNICIPIO DE RISARALDA,Caldas,Risaralda,1,,96500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8990672 ,1,Agregación de ceros,1,Agregación de ceros,96500000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9208663-8380837,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - REGIÓN ADMINISTRATIVA Y DE PLANEACIÓN ESPECIAL -  RAPE REGIONAL CENTRAL,Bogotá D.C.,Bogotá D.C.,1,,36000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9208663,1,Digitación,1,Agregación de ceros,36000000,0,,,1,,Pesos (COP),Ceros adicionales
14-12-2385977-2243505,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,META - ALCALDÍA MUNICIPIO DE FUENTE DE ORO,Meta,Fuente de Oro,1,,24215000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2385977 ,0,,1,Agregación de ceros,24215000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-8137771-7395611,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CHOCÓ - ALCALDÍA MUNICIPIO DE CÉRTEGUI,Chocó,Cértegui,1,,19300000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8137771,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3825381-3567700,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,NORTE DE SANTANDER - GOBERNACIÓN,Norte De Santander,San José de Cúcuta,1,,12600000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3825381 ,0,,1,Agregación de ceros,12600000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9698012-8829190,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Compraventa,BOYACÁ - E.S.E. HOSPITAL SAN RAFAEL - TUNJA,Boyacá,Tunja,1,,25000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9698012,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-10188072-9309432,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C.- PATRIMONIO AUTÓNOMO PROCOLOMBIA,Bogotá D.C.,Bogotá D.C.,1,,31535000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10188072 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
16-4-4709528-4328641,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,SANTANDER - E.S.E. NUESTRA SEÑORA DE LAS NIEVES - LOS SANTOS,Santander,Los Santos,1,,13800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-4709528,0,,1,Agregación de ceros,13800000,0,,,1,,Pesos (COP),Ceros adicionales
16-12-5166049-4716955,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,BOYACÁ - ALCALDÍA MUNICIPIO DE LA VICTORIA,Boyacá,La Victoria,1,,10600000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5166049,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-3256493-3055926,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,CUNDINAMARCA - GOBERNACIÓN,Bogotá D.C.,Bogotá D.C.,1,,3.05E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3256493 ,0,,1,Agregación de ceros,305000000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9567379-8708795,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN VICENTE,Antioquia,San Vicente,1,,11400000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9567379,0,,1,Agregación de ceros,11400000,0,,,1,,Pesos (COP),Ceros adicionales
18-21-6382-7983847,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Obra,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TOCANCIPÁ,Cundinamarca,Tocancipá,1,2876655887.00,10776655887,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-21-6382,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-4-8455609-7693190,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,ANTIOQUIA - ALIANZA MEDELLIN ANTIOQUIA EPS SAS,Antioquia,Medellín,1,6039999999.00,56039999999,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8455609,0,,0,,,1,Otro,17240000000,1,,Pesos (COP),Ceros adicionales
14-12-2953239-2767184,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOGOTÁ D.C. - SECRETARÍA GENERAL ALCALDÍA MAYOR,Bogotá D.C.,Bogotá D.C.,1,,13500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2953239,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-11-9455293-8987580,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Concesión,VALLE DEL CAUCA - GOBERNACIÓN,Valle del Cauca,Cali,1,,14300000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-11-9455293 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
16-13-4738725-4373395,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Suministro,CESAR - INSTITUTO MUNICIPAL DE TRÁNSITO Y TRANSPORTE DE AGUACHICA,Cesar,Aguachica,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-4738725,0,,1,Agregación de ceros,20000000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-6915759-6281899,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,CESAR - ALCALDÍA MUNICIPIO DE VALLEDUPAR,Cesar,Valledupar,1,,20250000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6915759 ,1,Agregación de ceros,1,Agregación de ceros,20250000,0,,,1,,Pesos (COP),Ceros adicionales
15-12-4308912-3970683,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,SANTANDER - EMPRESA DE SERVICIOS PÚBLICOS DE SANTANDER S.A. E.S.P. - BUCARAMANGA,Santander,Bucaramanga,1,,35000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-4308912 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
16-12-5657302-5152936,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,ATLÁNTICO - GOBERNACIÓN,Atlántico,Barranquilla,1,,12000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5657302,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9436940-8588411,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,ANTIOQUIA - ALIANZA MEDELLIN ANTIOQUIA EPS SAS,Antioquia,Medellín,1,,40320000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9436940,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-4-6509274-5918646,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CUNDINAMARCA - HOSPITAL NUESTRA SEÑORA DEL ROSARIO DE SUESCA,Cundinamarca,Suesca,1,,19800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6509274,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-13-10037198-9232521,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CESAR - ALCALDÍA MUNICIPIO DE BOSCONIA,Cesar,Bosconia,1,,21910000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-10037198,0,,1,Agregación de ceros,21910000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9684898-8815847,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,CALDAS - HOSPITAL SAN FÉLIX DE LA DORADA,Caldas,La Dorada,1,12000000.00,2.00012E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9684898,0,,1,Agregación de ceros,200000000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-10171238-9291909,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,ANTIOQUIA - E.S.E. HOSPITAL SAN VICENTE DE PAÚL - REMEDIOS,Antioquia,Remedios,1,,30000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-10171238,0,,1,Agregación de ceros,30000000,0,,,1,,Pesos (COP),Ceros adicionales
16-13-5911491-5390069,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,CESAR - INSTITUTO MUNICIPAL DE TRÁNSITO Y TRANSPORTE DE AGUACHICA,Cesar,Aguachica,1,,19105000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-13-5911491,0,,1,Agregación de ceros,19105000,0,,,1,,Pesos (COP),Ceros adicionales
18-4-7741064-7029904,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - E.S.E. HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Bogotá D.C.,Bogotá D.C.,1,2446000000.00,12046000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7741064,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-4-8976978-8166762,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Suministro,VALLE DEL CAUCA - E.S.E. HOSPITAL UNIVERSITARIO DEL VALLE EVARISTO GARCÍA,Valle del Cauca,Cali,1,,32000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8976978,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-4-8367679-7611883,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,ANTIOQUIA - E.S.E. HOSPITAL SAN JUAN DE DIOS DE VALDIVIA,Antioquia,Valdivia,1,,39000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-8367679,1,Agregación de ceros,1,Agregación de ceros,39000000,0,,,1,,Pesos (COP),Ceros adicionales
20-4-10391477-9516716,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ D.C. - E.S.E. HOSPITAL UNIVERSITARIO DE LA SAMARITANA,Bogotá D.C.,Bogotá D.C.,1,,29270000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10391477,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7923781-7195058,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,QUINDÍO - ALCALDÍA MUNICIPIO DE ARMENIA,Quindío,Armenia,1,,15000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7923781,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9005268-8277689,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Prestación de Servicios,VALLE DEL CAUCA - ALCALDÍA MUNICIPIO DE BUGA,Valle del Cauca,Guadalajara de Buga,1,,12800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9005268 ,0,,1,Agregación de ceros,12800000,0,,,1,,Pesos (COP),Ceros adicionales
17-4-7283694-6616598,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,ANTIOQUIA - GOBERNACIÓN,Antioquia,Medellín,1,,45000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-7283694 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-12-7571165-6879156,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,TOLIMA - ALCALDÍA MUNICIPIO DE IBAGUÉ,Tolima,Ibagué,1,,16800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-7571165,0,,1,Agregación de ceros,16800000,0,,,1,,Pesos (COP),Ceros adicionales
16-12-5386474-4914884,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,ATLÁNTICO - GOBERNACIÓN,Atlántico,Barranquilla,1,,30000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5386474,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-1-127495-3313639,TERRITORIAL,DISTRITO CAPITAL,Obra,BOGOTÁ D.C. - ALCALDÍA LOCAL DE ENGATIVA,Bogotá D.C.,Bogotá D.C.,1,5985000000.00,17955000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-127495,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-12-10238237-9368451,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Prestación de Servicios,TOLIMA - ALCALDÍA MUNICIPIO DE EL ESPINAL,Tolima,El Espinal,1,,11600000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-10238237,0,,1,Agregación de ceros,11600000,0,,,1,,Pesos (COP),Ceros adicionales
20-12-10392013-9559255,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,BOYACÁ - ALCALDÍA MUNICIPIO DE ARCABUCO,Boyacá,Arcabuco,1,,19800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-12-10392013,0,,1,Agregación de ceros,19800000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-8913768-8110204,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,VALLE DEL CAUCA - GOBERNACIÓN,Valle del Cauca,Cali,1,,12875000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8913768,0,,1,Agregación de ceros,12875000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9392734-8547577,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 4,Otro Tipo de Contrato,SUCRE - ALCALDÍA MUNICIPIO DE SINCELEJO,Sucre,Sincelejo,1,,20002000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9392734,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
14-12-3235310-3031836,NACIONAL,NACIONAL DESCENTRALIZADO,Prestación de Servicios,SERVICIO NACIONAL DE APRENDIZAJE (SENA),Bogotá D.C.,Bogotá D.C.,1,,62309000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-3235310,1,Agregación de ceros,1,Agregación de ceros,50508000,0,,,1,,Pesos (COP),Ceros adicionales
17-13-6709613-6127428,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE GUAYABETAL,Cundinamarca,Guayabetal,1,,13465000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6709613,0,,1,Agregación de ceros,13465000,0,,,1,,Pesos (COP),Ceros adicionales
16-4-5625113-5123922,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Suministro,SANTANDER - E.S.E. HOSPITAL PSIQUIATRICO SAN CAMILO,Santander,Bucaramanga,1,,68000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-4-5625113,1,Agregación de ceros,1,Agregación de ceros,68000000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-8929192-8124432,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,NARIÑO - E.S.E. HOSPITAL EDUARDO SANTOS - LA UNIÓN,Nariño,La Unión,1,,14900000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-8929192,0,,1,Agregación de ceros,14900000,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3792258-3539378,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Otro Tipo de Contrato,META - GOBERNACIÓN,Meta,Villavicencio,1,,38238000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3792258 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-4-6975380-6335449,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,BOGOTÁ - SUBRED INTEGRADA DE SERVICIOS DE SALUD CENTRO ORIENTE E.S.E.,Bogotá D.C.,Bogotá D.C.,1,9210000000.00,12280000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-4-6975380 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
15-12-3894391-3624657,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,SANTANDER - ALCALDÍA MUNICIPIO DE SABANA DE TORRES,Santander,Sabana de Torres,1,,20475000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-12-3894391 ,0,,1,Agregación de ceros,20475000,0,,,1,,Pesos (COP),Ceros adicionales
19-4-9651976-8784239,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Prestación de Servicios,CUNDINAMARCA - EMPRESA DE LICORES DE CUNDINAMARCA,Cundinamarca,Agua de Dios,1,,3E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-4-9651976,0,,1,Agregación de ceros,300000000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7361165-6683505,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Prestación de Servicios,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE CÚCUTA,Norte De Santander,San José de Cúcuta,1,,20000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7361165,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
20-4-10413837-9537082,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Suministro,HUILA - E.S.E. HOSPITAL DEPARTAMENTAL SAN ANTONIO DE PADUA - LA PLATA,Huila,La Plata,1,,1.05E+11,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=20-4-10413837,0,,1,Agregación de ceros,105000000,0,,,1,,Pesos (COP),Ceros adicionales
14-4-3152725-2954571,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,ANTIOQUIA - SOCIEDAD TELEVISIÓN DE ANTIOQUIA LTDA. - TELEANTIOQUIA,Antioquia,Medellín,1,,23000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3152725,0,,1,Agregación de ceros,23000000,0,,,1,,Pesos (COP),Ceros adicionales
16-12-5172694-5084222,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Prestación de Servicios,HUILA - E.S.E. HOSPITAL NUESTRA SEÑORA DE LAS MERCEDES - SALADOBLANCO,Huila,Saladoblanco,1,,45600000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-5172694,0,,1,Agregación de ceros,45600000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-8988175-8175896,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE RICAURTE,Cundinamarca,Ricaurte,1,12250000.00,28012250000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-8988175,0,,1,Agregación de ceros,28000000,0,,,1,,Pesos (COP),Ceros adicionales
18-4-7865148-7140623,TERRITORIAL,DISTRITO CAPITAL,Prestación de Servicios,BOGOTÁ D.C. - ENTIDAD PROMOTORA DE SALUD CONVIDA,Bogotá D.C.,Bogotá D.C.,1,,12000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-4-7865148,0,,1,Agregación de ceros,12000000,0,,,1,,Pesos (COP),Ceros adicionales
15-4-4362135-4015216,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Compraventa,ANTIOQUIA - HOSPITAL GENERAL DE MEDELLÍN,Antioquia,Medellín,1,,13700000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-4362135 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
18-13-7982280-7298525,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 3,Prestación de Servicios,ANTIOQUIA - ALCALDÍA MUNICIPIO DE COPACABANA,Antioquia,Copacabana,1,7735000.00,15477735000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-13-7982280,0,,1,Agregación de ceros,15470000,0,,,1,,Pesos (COP),Ceros adicionales
17-1-185132-7360336,TERRITORIAL,TERRITORIAL DEPARTAMENTAL CENTRALIZADO,Suministro,CUNDINAMARCA - GOBERNACIÓN,Bogotá D.C.,Bogotá D.C.,1,,18200000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-1-185132 ,0,,1,Digitación,15200000000,1,Digitación,5763000000,1,,Pesos (COP),Ceros adicionales
17-12-7282198-6614625,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Otro Tipo de Contrato,ANTIOQUIA - ALCALDÍA MUNICIPIO DE MEDELLÍN,Antioquia,Medellín,1,23627964965.00,74627964965,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7282198,0,,1,Digitación,74940283969,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9586817-8726200,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 2,Prestación de Servicios,SUCRE - ALCALDÍA MUNICIPIO DE EL ROBLE,Sucre,El Roble,1,,13050000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9586817,0,,1,Agregación de ceros,13050000,0,,,1,,Pesos (COP),Ceros adicionales
17-12-7384740-6703340,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 5,Otro Tipo de Contrato,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE FUNZA,Cundinamarca,Funza,1,,40000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-7384740 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
17-12-6403408-5822136,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,ARAUCA - GOBERNACIÓN,Arauca,Arauca,1,,12500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-12-6403408 ,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
19-13-9516275-8716093,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Suministro,QUINDÍO - ALCALDÍA MUNICIPIO DE SALENTO,Quindío,Salento,1,,22800000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-13-9516275,0,,1,Agregación de ceros,22800000,0,,,1,,Pesos (COP),Ceros adicionales
19-12-9115233-8293586,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Prestación de Servicios,CAUCA - ALCALDÍA MUNICIPIO DE GUACHENÉ,Cauca,Guachené,1,,13500000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=19-12-9115233,0,,1,Agregación de ceros,13500000,0,,,1,,Pesos (COP),Ceros adicionales
18-12-8259235-7517870,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 1,Otro Tipo de Contrato,NORTE DE SANTANDER - ALCALDÍA MUNICIPIO DE CÚCUTA,Norte De Santander,San José de Cúcuta,1,,25000000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=18-12-8259235,0,,0,,,0,,,1,,Pesos (COP),Ceros adicionales
16-12-4943670-4533192,TERRITORIAL,TERRITORIAL DEPARTAMENTAL DESCENTRALIZADO,Otro Tipo de Contrato,BOLÍVAR - E.S.E. HOSPITAL SAN ANTONIO DE PADUA - SIMITÍ,Bolívar,Simití,1,,29370000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=16-12-4943670,0,,1,Agregación de ceros,29370000,0,,,1,,Pesos (COP),Ceros adicionales
17-13-6765128-6193060,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Otro Tipo de Contrato,ANTIOQUIA - ALCALDÍA MUNICIPIO DE SAN ROQUE,Antioquia,San Roque,1,,11240000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=17-13-6765128 ,0,,1,Agregación de ceros,11240000,0,,,1,,Pesos (COP),Ceros adicionales
14-13-3161714-3428988,TERRITORIAL,TERRITORIAL DISTRITAL MUNICIPAL NIVEL 6,Compraventa,CUNDINAMARCA - ALCALDÍA MUNICIPIO DE TIBACUY,Cundinamarca,Tibacuy,1,,12076000000,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-13-3161714,0,,1,Agregación de ceros,12076000,0,,,1,,Pesos (COP),Ceros adicionales
